title,url,platform,score,genre,editors_choice,release_year
Tee Off Golf,/games/tee-off-golf/dc-13439,Dreamcast,7.8,Sports,N,2000
Wings of Fury,/games/wings-of-fury/gbc-12854,Game Boy Color,8,Action,N,2000
Roadsters,/games/roadsters/n64-3941,Nintendo 64,7.5,Racing,N,2000
The Dukes of Hazzard: Racing for Home,/games/the-dukes-of-hazzard-racing-for-home/ps-11715,PlayStation,6,Racing,N,2000
South Park Rally,/games/south-park-rally/ps-12322,PlayStation,3,Racing,N,2000
Shenmue (Limited Edition),/games/shenmue/dc-10962,Dreamcast,9.2,"Action, RPG",N,2000
Missile Command [1999],/games/missile-command-1999/pc-13160,PC,6.8,Action,N,2000
Legacy of Kain: Soul Reaver,/games/legacy-of-kain-soul-reaver/dc-13436,Dreamcast,9.1,Action,Y,2000
Bionic Commando: Elite Forces,/games/bionic-commando-elite-forces/gbc-13460,Game Boy Color,8,Action,N,2000
Q*bert,/games/qbert-886070/pc-12065,PC,6.8,Action,N,2000
Oddworld Adventures 2,/games/oddworld-adventures-2/gbc-12849,Game Boy Color,7,Action,N,2000
Tiger Woods PGA Tour 2000,/games/buick-pga-tour-courses/ps-13477,PlayStation,6,Sports,N,2000
Rainbow Cotton,/games/rainbow-cotton/dc-11966,Dreamcast,6,Shooter,N,2000
Ghosts 'N Goblins,/games/capcom-generation-2/gbc-12207,Game Boy Color,9,Action,N,2000
Monkey Magic,/games/monkey-magic/ps-13539,PlayStation,7,Action,N,2000
Vigilante 8: Second Offense,/games/vigilante-8-second-offense/ps-11535,PlayStation,8.2,Action,N,1999
Virtua Striker 2 v2000.1,/games/virtua-striker-2/dc-13274,Dreamcast,6.5,Sports,N,1999
Test Drive 6,/games/test-drive-6/pc-12312,PC,6.5,Racing,N,1999
South Park: Chef's Luv Shack,/games/south-park-chefs-luv-shack/pc-13575,PC,5.5,Trivia,N,1999
Evolution: The World of Sacred Device,/games/evolution-the-world-of-sacred-device/dc-11038,Dreamcast,6.5,RPG,N,1999
Jet Coaster Dream,/games/jet-coaster-dream/dc-13446,Dreamcast,9,Action,N,1999
Dirt Track Racing,/games/dirt-track-racing/pc-12874,PC,8.8,Racing,Y,1999
Battlezone II: Combat Commander,/games/battlezone-ii-combat-commander/pc-11248,PC,7.9,Action,N,2000
Asheron's Call,/games/asherons-call/pc-11330,PC,6.4,RPG,N,2000
Catz,/games/catz/gbc-12930,Game Boy Color,5,Simulation,N,2000
Mortyr: 2093-1944,/games/mortyr-2093-1944/pc-10526,PC,5,Action,N,2000
Resident Evil 2 [1998],/games/resident-evil-2/dc-13388,Dreamcast,8.5,"Action, Adventure",N,2000
Professional Bull Rider,/games/professional-bull-rider/pc-13790,PC,7,Sports,N,2000
LEGO Rock Raiders,/games/lego-rock-raiders/pc-13767,PC,6,Strategy,N,2000
MiG Alley,/games/mig-alley/pc-11421,PC,9,Simulation,Y,2000
MechWarrior 3: Pirate's Moon,/games/mechwarrior-3-pirates-moon/pc-13688,PC,7.2,Simulation,N,2000
NASCAR Challenge,/games/nascar-challenge/gbc-12541,Game Boy Color,2,Racing,N,2000
SNK vs. Capcom: Match of the Millennium,/games/snk-vs-capcom-match-of-the-millennium/ngpc-12975,NeoGeo Pocket Color,10,Fighting,Y,2000
Fatal Fury: Wild Ambition,/games/fatal-fury-wild-ambition/ps-11987,PlayStation,4,Fighting,N,2000
Q*bert,/games/qbert-886070/ps-11432,PlayStation,6.9,Action,N,2000
Monopoly 64,/games/monopoly-64/n64-11445,Nintendo 64,7.4,Board,N,2000
Carnivores II,/games/carnivores-ii/pc-13298,PC,7.3,Action,N,2000
Mario Party 2,/games/mario-party-2/n64-12860,Nintendo 64,7.9,Party,N,2000
Magical Drop Pocket,/games/magical-drop-pocket/ngpc-11049,NeoGeo Pocket Color,8,Puzzle,N,2000
Descent 3: Mercenary,/games/descent-3-mercenary/pc-13879,PC,8.8,Shooter,Y,2000
Chocobo's Dungeon 2,/games/chocobos-dungeon-2/ps-11529,PlayStation,6.5,"Action, RPG",N,2000
Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/n64-12184,Nintendo 64,7.3,Sports,N,2000
Scrabble [1999],/games/scrabble-1999-809445/pc-13416,PC,7.8,Board,N,2000
Boarder Zone,/games/boarder-zone/gbc-13158,Game Boy Color,7,Sports,N,2000
Dogz,/games/dogz/gbc-12929,Game Boy Color,5,Simulation,N,2000
Vigilante 8,/games/vigilante-8/gbc-12839,Game Boy Color,6,Action,N,2000
Flanker 2.0,/games/flanker-20/pc-13461,PC,7,Simulation,N,2000
Disney's Story Studio: Mulan,/games/disneys-story-studio-mulan/ps-13750,PlayStation,7.7,Action,N,2000
EGG: Elemental Gimmick Gear,/games/egg-elemental-gimmick-gear-167953/dc-9988,Dreamcast,8,RPG,N,2000
Fighting Force 2,/games/fighting-force-2/dc-12891,Dreamcast,3.6,Adventure,N,2000
MTV Music Generator,/games/mtv-music-generator/ps-13748,PlayStation,9,"Music, Editor",Y,2000
Silhouette Mirage,/games/silhouette-mirage/ps-3921,PlayStation,8.9,Action,Y,2000
Scooby-Doo! Mystery of the Fun Park Phantom,/games/scooby-doo-mystery-of-the-fun-park-phantom/pc-12318,PC,5.2,Adventure,N,2000
Lightbringer: The Next Giant Leap for Mankind,/games/lightbringer-the-next-giant-leap-for-mankind/pc-13741,PC,5.2,Adventure,N,2000
Wetrix+,/games/wetrix-958154/dc-13554,Dreamcast,8.7,Puzzle,N,2000
A Bug's Life,/games/a-bugs-life/gbc-10782,Game Boy Color,3,Action,N,2000
All-Star Baseball 2000,/games/all-star-baseball-2000/gbc-12071,Game Boy Color,6,Sports,N,2000
NHL 2K [2000],/games/nhl-2k/dc-13401,Dreamcast,8.6,Action,N,2000
Sakura Wars: Hanagumi Taisen Columns 2,/games/sakura-wars-hanagumi-taisen-columns-2/dc-13228,Dreamcast,9,Puzzle,N,2000
Zebco Fishing,/games/zebco-fishing/gbc-12919,Game Boy Color,7,Hunting,N,2000
NASCAR Rumble,/games/nascar-rumble/ps-12167,PlayStation,8,Racing,N,2000
The Sims,/games/the-sims-1/pc-11754,PC,9.5,Simulation,Y,2000
Conker's Pocket Tales,/games/conkers-pocket-tales/gbc-10774,Game Boy Color,6,Adventure,N,2000
Deer Hunter: Interactive Hunting Experience,/games/deer-hunter/gbc-12890,Game Boy Color,2,Simulation,N,2000
Tokyo Bus Guide,/games/tokyo-bus-guide/dc-13166,Dreamcast,7,Simulation,N,2000
Matchbox Caterpillar Construction Zone,/games/matchbox-caterpillar-construction-zone/gbc-13352,Game Boy Color,5,Action,N,2000
Road Rash: Jailbreak,/games/road-rash-jailbreak/ps-11652,PlayStation,7,"Racing, Action",N,2000
Jane's F/A-18 Simulator,/games/janes-fa-18-simulator/pc-13961,PC,8.5,"Flight, Simulation",N,2000
Top Gear Pocket 2,/games/top-gear-pocket-2/gbc-12213,Game Boy Color,8,Racing,N,2000
Saga Frontier 2,/games/saga-frontier-2/ps-11162,PlayStation,7,RPG,N,2000
ECW: Hardcore Revolution,/games/ecw-hardcore-revolution/n64-13318,Nintendo 64,5,Wrestling,N,2000
Super Breakout,/games/battlezonesuper-breakout/gbc-11995,Game Boy Color,4,Action,N,2000
Blaze & Blade: Eternal Quest,/games/blaze-blade-eternal-quest/pc-14143,PC,4.4,RPG,N,2000
Pong: The Next Level,/games/pong/gbc-13407,Game Boy Color,2,Action,N,2000
Speedy Gonzales: Aztec Adventure,/games/speedy-gonzales-aztec-adventure-167925/gbc-12135,Game Boy Color,5,Platformer,N,2000
Vandal Hearts II,/games/vandal-hearts-ii/ps-11625,PlayStation,7.4,RPG,N,2000
Legend of the River King GBC,/games/legend-of-the-river-king-925324/gbc-12933,Game Boy Color,8,Simulation,N,2000
Formula 1 '99,/games/formula-1-99/ps-11718,PlayStation,8.5,Racing,Y,2000
Undercover A.D. 2025 Kei,/games/undercover-ad-2025-kei/dc-12173,Dreamcast,2.5,"Action, Adventure",N,2000
Touring Car Challenge,/games/touring-car-challenge/ps-12870,PlayStation,8,Racing,N,2000
K-1 Grand Prix,/games/k-1-grand-prix/ps-10625,PlayStation,3,Fighting,N,2000
Tiger Woods PGA Tour 2000,/games/buick-pga-tour-courses/gbc-12093,Game Boy Color,3,Sports,N,2000
International Track & Field,/games/international-track-field/gbc-12221,Game Boy Color,8,Sports,N,2000
Quest: Brian's Journey,/games/quest-brians-journey-167810/gbc-13691,Game Boy Color,4,Adventure,N,2000
Wario Land II,/games/wario-land-ii/gbc-11140,Game Boy Color,9,Platformer,N,2000
Bust-A-Move 4,/games/bust-a-move-4/pc-14125,PC,6.4,Puzzle,N,2000
Rising Sun,/games/rising-sun/pc-13376,PC,7.7,Strategy,N,2000
Shadowgate Classic,/games/shadowgate-classic/gbc-10775,Game Boy Color,6,RPG,N,2000
Catwoman,/games/catwoman/gbc-12199,Game Boy Color,3,Action,N,2000
Vigilante 8: Second Offense,/games/vigilante-8-second-offense/n64-10896,Nintendo 64,8,Action,N,2000
The Mask of Zorro,/games/the-mask-of-zorro/gbc-13344,Game Boy Color,2,Action,N,2000
Virtual Pool Hall,/games/virtual-pool/pc-13955,PC,8.5,Sports,N,2000
Fisherman's Bait 2:  Big Ol' Bass,/games/fishermans-bait-2-big-ol-bass/ps-11623,PlayStation,8,Hunting,N,2000
Ridge Racer 64,/games/ridge-racer-64/n64-11541,Nintendo 64,9,Racing,N,2000
Tarzan,/games/disneys-collectors-edition-2002/n64-11226,Nintendo 64,7.8,Action,N,2000
Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/ps-11104,PlayStation,6,Strategy,N,2000
Microsoft Flight Simulator 2000,/games/3-great-planes-for-microsoft-flight-simulator-2000/pc-13204,PC,4,"Flight, Simulation",N,2000
South Park Rally,/games/south-park-rally/pc-11701,PC,4.9,Racing,N,2000
Jeremy McGrath Supercross 2000,/games/jeremy-mcgrath-supercross-2000/n64-10811,Nintendo 64,4.9,Racing,N,2000
WWF Smackdown!,/games/wwf-smackdown/ps-13317,PlayStation,8.8,Wrestling,Y,2000
South Park Rally,/games/south-park-rally/n64-11752,Nintendo 64,5.7,Racing,N,2000
Animaniacs Splat Ball,/games/animaniacs-splat-ball/pc-12319,PC,5,Action,N,2000
Carrier,/games/carrier/dc-11003,Dreamcast,8,Action,N,2000
Extreme PaintBrawl 2,/games/extreme-paintbrawl-2/pc-14025,PC,2.6,Action,N,2000
TNN Outdoor Fishing Championship,/games/tnn-outdoor-fishing-championship/gbc-12927,Game Boy Color,4,Hunting,N,2000
Marvel vs. Capcom: Clash of Super Heroes,/games/marvel-vs-capcom-clash-of-super-heroes/ps-13440,PlayStation,7.5,Fighting,N,2000
Neo*Geo Cup '98 Plus,/games/neogeo-cup-98/ngpc-12972,NeoGeo Pocket Color,7,Sports,N,2000
1602 A.D.,/games/1602-ad/pc-13577,PC,7.9,Strategy,N,2000
UpWords,/games/upwords/pc-14073,PC,6,Puzzle,N,2000
Dark Arms: Beast Busters 1999,/games/dark-arms-beast-busters-1999/ngpc-12973,NeoGeo Pocket Color,5,Action,N,2000
NBA In The Zone 2000,/games/nba-in-the-zone-2000/n64-11731,Nintendo 64,5.8,Sports,N,2000
Black Bass Lure Fishing,/games/black-bass-lure-fishing/gbc-14189,Game Boy Color,2,Hunting,N,2000
Microsoft International Soccer 2000,/games/microsoft-international-soccer-2000-142322/pc-14207,PC,7.6,Sports,N,2000
Magical Tetris Challenge,/games/magical-tetris-adventure-featuring-mickey-mouse/gbc-12229,Game Boy Color,10,"Puzzle, Adventure",Y,2000
FIFA 2000 Major League Soccer,/games/fifa-2000-major-league-soccer/gbc-12047,Game Boy Color,2,Sports,N,2000
World League Soccer 2000,/games/world-league-soccer-2000-142266/n64-10163,Nintendo 64,4.8,Sports,N,2000
Nox,/games/nox/pc-3724,PC,8.9,Action,Y,2000
Hidden & Dangerous: Devil's Bridge,/games/hidden-dangerous-devils-bridge/pc-13690,PC,6.4,Action,N,2000
Dance Dance Revolution 2nd Mix: Dreamcast Edition,/games/dance-dance-revolution-2nd-mix/dc-13500,Dreamcast,8,Music,N,2000
Azure Dreams,/games/azure-dreams/gbc-12214,Game Boy Color,6,RPG,N,2000
Looney Tunes,/games/looney-tunes/gbc-12132,Game Boy Color,6,Platformer,N,2000
Roadsters,/games/roadsters/gbc-13293,Game Boy Color,3,Racing,N,2000
ECW: Hardcore Revolution,/games/ecw-hardcore-revolution/ps-13387,PlayStation,4,Wrestling,N,2000
Colin McRae Rally [2000],/games/colin-mcrae-rally/ps-10167,PlayStation,9,Racing,Y,2000
Brunswick Circuit Pro Bowling 2,/games/brunswick-circuit-pro-bowling-2/ps-13680,PlayStation,8,Sports,N,2000
Shanghai Mini,/games/shanghai-mini/ngpc-13885,NeoGeo Pocket Color,9,Puzzle,N,2000
Neo 21,/games/neo-21/ngpc-12976,NeoGeo Pocket Color,3,Strategy,N,2000
NBA In The Zone 2000,/games/nba-in-the-zone-2000/ps-11621,PlayStation,4.5,Sports,N,2000
The New Adventures of Mary-Kate & Ashley,/games/the-new-adventures-of-mary-kate-ashley/gbc-14158,Game Boy Color,6,Platformer,N,2000
Fear Effect,/games/fear-effect/ps-11545,PlayStation,8.9,"Action, Adventure",Y,2000
Gals Fighters,/games/gals-fighters/ngpc-13579,NeoGeo Pocket Color,9,Fighting,N,2000
Croc 2,/games/croc-2/pc-11706,PC,6.5,Platformer,N,2000
Triple Play 2001,/games/triple-play-2001/ps-13628,PlayStation,7,Sports,N,2000
Sim Theme Park,/games/sim-theme-park/ps-13684,PlayStation,8.5,Simulation,N,2000
Total Annihilation: Kingdoms -- The Iron Plague,/games/total-annihilation-kingdoms-the-iron-plague/pc-14319,PC,5.8,Strategy,N,2000
Roadsters,/games/roadsters/dc-13206,Dreamcast,4.6,Racing,N,2000
PD Ultraman Battle Collection 64,/games/pd-ultraman-battle-collection-64/n64-10471,Nintendo 64,2,RPG,N,2000
Top Gear Hyperbike,/games/top-gear-hyperbike/n64-11443,Nintendo 64,6.1,Racing,N,2000
Armored Core: Master of Arena,/games/armored-core-master-of-arena/ps-11462,PlayStation,8,Action,N,2000
Tomb Raider: The Last Revelation,/games/tomb-raider-the-last-revelation/dc-14127,Dreamcast,3,Action,N,2000
Rugrats: Time Travelers,/games/rugrats-time-travelers/gbc-12092,Game Boy Color,3,Platformer,N,2000
Street Fighter Alpha: Warriors' Dreams,/games/street-fighter-alpha/gbc-12036,Game Boy Color,8,Fighting,N,2000
Worms Armageddon,/games/worms-armageddon/n64-10790,Nintendo 64,8.7,Action,N,2000
Spy vs. Spy,/games/spy-vs-spy-809801/gbc-11891,Game Boy Color,8,Action,N,2000
Sammy Sosa Softball Slam,/games/sammy-sosa-softball-slam/ps-13841,PlayStation,3,Sports,N,2000
Cyber Tiger,/games/cyber-tiger/n64-11399,Nintendo 64,8.4,Sports,N,2000
Montezuma's Return,/games/montezumas-return/gbc-5477,Game Boy Color,7,Action,N,2000
Thief II: The Metal Age,/games/thief-ii-the-metal-age/pc-11726,PC,9,Action,Y,2000
Tony Hawk's Pro Skater,/games/tony-hawks-pro-skater/gbc-13842,Game Boy Color,5,Sports,N,2000
Star Wars: Force Commander,/games/star-wars-force-commander/pc-3732,PC,4.7,Strategy,N,2000
Invictus: In the Shadow of Olympus,/games/invictus-in-the-shadow-of-olympus/pc-12327,PC,5.9,Strategy,N,2000
NBA Jam 99,/games/nba-jam-99/gbc-10776,Game Boy Color,3,"Sports, Action",N,2000
PBA Tour Bowling 2,/games/pba-tour-bowling-2/pc-14307,PC,4.5,Sports,N,2000
Might and Magic VIII: Day of the Destroyer,/games/might-and-magic-platinum-edition/pc-13975,PC,6.5,RPG,N,2000
Superbike 2000,/games/superbike-2000/ps-13682,PlayStation,4,Racing,N,2000
Boarder Zone,/games/boarder-zone/pc-12128,PC,8,Sports,N,2000
Championship Bass,/games/championship-bass/ps-14026,PlayStation,8,Hunting,N,2000
Test Drive Off-Road 3,/games/test-drive-off-road-3/gbc-13349,Game Boy Color,4,Racing,N,2000
Army Men: Sarge's Heroes,/games/army-men-gold/ps-11584,PlayStation,3.5,Action,N,2000
Superbike 2000,/games/superbike-2000/pc-14295,PC,8,Racing,N,2000
Treasure Strike,/games/treasure-strike/dc-13279,Dreamcast,5.9,Action,N,2000
Crusaders of Might and Magic,/games/crusaders-of-might-and-magic/ps-11628,PlayStation,3,Strategy,N,2000
Stephen King's F13,/games/stephen-kings-f13/pc-14296,PC,2.1,Other,N,2000
Hydro Thunder,/games/hydro-rush/ps-11564,PlayStation,7.3,Racing,N,2000
Vegas Games,/games/vegas-games-167943/gbc-13215,Game Boy Color,3,Simulation,N,2000
BattleTanx: Global Assault,/games/battletanx-global-assault/ps-13360,PlayStation,4.5,Action,N,2000
Virtual Pro Wrestling 2,/games/virtual-pro-wrestling-2/n64-11131,Nintendo 64,7.9,Wrestling,N,2000
Rayman 2: The Great Escape,/games/rayman-2-revolution/dc-12005,Dreamcast,9.6,Platformer,Y,2000
Front Mission 3,/games/front-mission-3/ps-12913,PlayStation,8.8,RPG,Y,2000
Virtua Striker 2,/games/virtua-striker-2/dc-13962,Dreamcast,4.1,Sports,N,2000
Mobil 1 Rally Championship,/games/mobil-1-rally-championship/pc-13586,PC,8.8,Racing,Y,2000
Chu Chu Rocket,/games/chu-chu-rocket/dc-14096,Dreamcast,9,Puzzle,Y,2000
Swamp Buggy Racing,/games/swamp-buggy-racing/pc-14234,PC,1.9,Racing,N,2000
Family Game Pack,/games/family-game-pack/ps-13668,PlayStation,2,Puzzle,N,2000
Quest: Fantasy Challenge,/games/quest-fantasy-challenge-167812/gbc-11594,Game Boy Color,5,Puzzle,N,2000
ECW: Hardcore Revolution,/games/ecw-hardcore-revolution/gbc-13686,Game Boy Color,3,Wrestling,N,2000
Killer Loop,/games/killer-loop/pc-13476,PC,8.1,Racing,N,2000
X: Beyond the Frontier,/games/x-beyond-the-frontier/pc-736740,PC,7.7,"Action, Simulation",N,2000
SEGA Swirl,/games/sega-swirl/dc-13481,Dreamcast,8.2,Puzzle,N,2000
Beatmania,/games/beatmania/ws-14273,WonderSwan,7,Music,N,2000
Sword of the Berserk: Guts' Rage,/games/sword-of-the-berserk-guts-rage/dc-13963,Dreamcast,8,Action,N,2000
Army Men,/games/army-men/gbc-13214,Game Boy Color,8,Action,N,2000
Renegade Racers,/games/renegade-racers/ps-11550,PlayStation,4.5,Racing,N,2000
Die Hard Trilogy 2: Viva Las Vegas,/games/die-hard-trilogy-2-viva-las-vegas/pc-11707,PC,5.7,Action,N,2000
NHL Rock the Rink,/games/nhl-rock-the-rink/ps-13626,PlayStation,8,Sports,N,2000
Bakuretsu Muteki Bangaioh,/games/bakuretsu-muteki-bangaioh/n64-12031,Nintendo 64,7.8,Shooter,N,2000
F1 2000,/games/f1-2000/ps-14985,PlayStation,7,Racing,N,2000
Messiah,/games/messiah/pc-3117,PC,7.5,Action,N,2000
Gauntlet Legends,/games/gauntlet-legends/ps-10967,PlayStation,7.2,Action,N,2000
Army Men: World War,/games/army-men-value-pack-2/ps-13722,PlayStation,4.5,Action,N,2000
ECW: Hardcore Revolution,/games/ecw-hardcore-revolution/dc-13553,Dreamcast,6.9,Wrestling,N,2000
Hydro Thunder,/games/hydro-rush/n64-10882,Nintendo 64,7,Racing,N,2000
Deception III: Dark Delusion,/games/deception-iii-dark-delusion/ps-13681,PlayStation,6,RPG,N,2000
Pokemon Stadium,/games/pokemon-stadium/n64-11154,Nintendo 64,8.2,Battle,N,2000
Polaris SnoCross,/games/polaris-snocross/gbc-12942,Game Boy Color,7,Racing,N,2000
NBA Showtime: NBA on NBC,/games/nba-showtime-nba-on-nbc/gbc-12226,Game Boy Color,3,Sports,N,2000
Die Hard Trilogy 2: Viva Las Vegas,/games/die-hard-trilogy-2-viva-las-vegas/ps-11675,PlayStation,3.5,Action,N,2000
Mega Man & Bass,/games/mega-man-and-bass/ws-13082,WonderSwan,5,Action,N,2000
Muppets,/games/muppets/gbc-12931,Game Boy Color,2,Platformer,N,2000
Shadow Watch,/games/shadow-watch/pc-11650,PC,8.4,Strategy,N,2000
F/A 18 Super Hornet,/games/fa-18-super-hornet/pc-14450,PC,5.5,Simulation,N,2000
Gundam Side Story: 0079,/games/gundam-side-story-0079/dc-11025,Dreamcast,7.9,Action,N,2000
LEGO Racers,/games/lego-racers/ps-11172,PlayStation,6,Racing,N,2000
Street Sk8er 2,/games/street-sk8er-2/ps-13528,PlayStation,7.5,Sports,N,2000
Deer Hunter 3: The Legend Continues,/games/deer-hunter-3-gold/pc-12983,PC,8.2,Hunting,N,2000
Syphon Filter 2,/games/syphon-filter-2/ps-13667,PlayStation,8.9,Action,Y,2000
Tread Marks,/games/tread-marks/pc-13442,PC,6.9,Racing,N,2000
Tony Hawk's Pro Skater,/games/tony-hawks-pro-skater/n64-12180,Nintendo 64,9.1,Sports,Y,2000
Hot Shots Golf 2,/games/hot-shots-golf-2/ps-13666,PlayStation,9.2,"Sports, Action",Y,2000
Ace Combat 3: Electrosphere,/games/ace-combat-3-electrosphere/ps-11755,PlayStation,9,Action,Y,2000
Star Wars: Episode I: Jedi Power Battles,/games/star-wars-episode-i-jedi-power-battles/ps-13674,PlayStation,3,Action,N,2000
Codename Eagle,/games/codename-eagle/pc-13936,PC,7.3,Action,N,2000
Rayman,/games/rayman/gbc-12960,Game Boy Color,9,Action,N,2000
Star Wars: Episode I: Racer,/games/star-wars-episode-i-racer/dc-13399,Dreamcast,6,Racing,N,2000
Time Stalkers,/games/time-stalkers/dc-13937,Dreamcast,6.5,RPG,N,2000
Galerians,/games/galerians/ps-13319,PlayStation,7.5,Action,N,2000
Army Men: Air Tactics,/games/army-men-value-pack/pc-14170,PC,4.5,Action,N,2000
Virtua Cop 2,/games/virtua-cop-1-2/dc-13791,Dreamcast,5.2,Action,N,2000
Mission: Impossible,/games/mission-impossible-808345/gbc-12223,Game Boy Color,4,Action,N,2000
Y2K [2000],/games/y2k-142185/pc-14222,PC,5.7,Adventure,N,2000
Hello Kitty's Cube Frenzy,/games/hello-kittys-cube-frenzy/gbc-12217,Game Boy Color,5,Puzzle,N,2000
Pro Darts,/games/pro-darts/gbc-12925,Game Boy Color,7,Sports,N,2000
Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/gbc-12025,Game Boy Color,5,Action,N,2000
Beetle Buggin',/games/beetle-buggin/pc-14423,PC,7.2,Racing,N,2000
Tzar: The Burden of the Crown,/games/tzar-the-burden-of-the-crown/pc-13337,PC,6.9,Strategy,N,2000
NHL Blades of Steel 2000,/games/nhl-blades-of-steel-2000/ps-11620,PlayStation,2.5,Sports,N,2000
Kaze no Klonoa: Moonlight Museum,/games/kaze-no-klonoa-moonlight-museum/ws-14414,WonderSwan,6,Platformer,N,2000
Walt Disney World Quest: Magical Racing Tour,/games/disneys-collectors-edition-2004/ps-14216,PlayStation,7.5,Racing,N,2000
Alundra 2,/games/alundra-2/ps-13020,PlayStation,7.7,RPG,N,2000
Star Trek: Armada,/games/star-trek-armada/pc-12307,PC,6,Strategy,N,2000
Tom Clancy's Rainbow Six: Rogue Spear: Urban Operations,/games/tom-clancys-rainbow-six-rogue-spear-urban-operations/pc-14259,PC,8,Action,N,2000
Custom Robo,/games/custom-robo/n64-12861,Nintendo 64,8.8,Action,N,2000
Last Call,/games/last-call/pc-13196,PC,7,Simulation,N,2000
Majesty: The Fantasy Kingdom,/games/majesty-the-fantasy-kingdom/pc-13230,PC,8.4,Strategy,N,2000
Battlezone: Rise of the Black Dogs,/games/battlezone-rise-of-the-black-dogs/n64-1984,Nintendo 64,3.9,Action,N,2000
Soldier of Fortune,/games/soldier-of-fortune/pc-12287,PC,9,Action,Y,2000
NASCAR 2000,/games/nascar-2000/pc-13877,PC,7.2,Racing,N,2000
Need for Speed: Porsche Unleashed,/games/need-for-speed-porsche-unleashed/pc-13845,PC,7.9,Racing,N,2000
Jackie Chan's Stuntmaster,/games/jackie-chans-stuntmaster/ps-3948,PlayStation,8,Action,N,2000
Plasma Sword: Nightmare of Bilstein,/games/plasma-sword-nightmare-of-bilstein/dc-13372,Dreamcast,6.8,Fighting,N,2000
Carmageddon,/games/carmageddon/gbc-12888,Game Boy Color,3,Racing,N,2000
JoJo's Bizarre Adventure,/games/jojos-bizarre-adventure/ps-13745,PlayStation,7,Fighting,N,2000
BattleTanx,/games/battletanx/gbc-12968,Game Boy Color,5,Action,N,2000
Need for Speed: Porsche Unleashed,/games/need-for-speed-porsche-unleashed/ps-13669,PlayStation,8.3,Racing,N,2000
Microsoft Baseball 2001,/games/microsoft-baseball-2001-142165/pc-14146,PC,7.9,Sports,N,2000
Striker Pro 2000,/games/striker-pro-2000/dc-13218,Dreamcast,7,Sports,N,2000
Resident Evil -- CODE: Veronica,/games/resident-evil-code-veronica/dc-10948,Dreamcast,9.2,"Action, Adventure",Y,2000
Risk II,/games/macintosh-board-game-trio/pc-13205,PC,8.3,Strategy,N,2000
MDK2,/games/mdk2/dc-10954,Dreamcast,9.4,Action,Y,2000
Bassmasters 2000,/games/bassmasters-2000/n64-10190,Nintendo 64,3.1,Hunting,N,2000
All-Star Baseball 2001,/games/all-star-baseball-2001/n64-13194,Nintendo 64,9.1,Sports,Y,2000
Mobil 1 Rally Championship,/games/mobil-1-rally-championship/ps-14325,PlayStation,3,Racing,N,2000
Command & Conquer: Tiberian Sun -- Firestorm,/games/command-and-conquer-tiberian-sun-firestorm/pc-13294,PC,7.4,Strategy,N,2000
Jeremy McGrath Supercross 2000,/games/jeremy-mcgrath-supercross-2000/gbc-13972,Game Boy Color,7,Racing,N,2000
Pokemon Trading Card Game,/games/pokemon-trading-card-game/gbc-11879,Game Boy Color,9,"Card, Battle",N,2000
Motocross Madness 2,/games/motocross-madness-2/pc-14057,PC,8.6,Racing,N,2000
Bomberman Max -- Red: Challenger,/games/bomberman-max-red-challenger/gbc-13138,Game Boy Color,9,Action,Y,2000
Konami GB Collection Vol. 2,/games/konami-gb-collection-vol-2/gbc-14917,Game Boy Color,6,Action,N,2000
Dinosaur,/games/dinosaur/gbc-14326,Game Boy Color,4,Adventure,N,2000
1942,/games/1942/gbc-12195,Game Boy Color,5,Shooter,N,2000
Grind Session,/games/grind-session/ps-14317,PlayStation,7.6,Action,N,2000
Toobin',/games/toobin/gbc-14198,Game Boy Color,3,"Sports, Editor",N,2000
Tony Hawk's Pro Skater,/games/tony-hawks-pro-skater/dc-13716,Dreamcast,9.8,Sports,Y,2000
Last Blade,/games/last-blade/ngpc-11048,NeoGeo Pocket Color,7,Fighting,N,2000
Millennium Winter Sports,/games/millennium-winter-sports/gbc-13493,Game Boy Color,7,Sports,N,2000
Grand Theft Auto II,/games/grand-theft-auto-ii/dc-13234,Dreamcast,6.7,Action,N,2000
Harvest Moon GBC,/games/harvest-moon-gbc/gbc-12210,Game Boy Color,6,RPG,N,2000
Who Wants To Be A Millionaire? Second Edition,/games/who-wants-to-be-a-millionaire-2nd-edition/pc-14900,PC,7,Trivia,N,2000
Mr. Driller,/games/mr-driller/ps-14179,PlayStation,8,Puzzle,N,2000
Test Drive Le Mans,/games/test-drive-le-mans/ps-12578,PlayStation,6.5,Racing,N,2000
Armorines: Project S.W.A.R.M,/games/armorines-project-swarm/ps-11699,PlayStation,3.5,Action,N,2000
Medievil II,/games/medievil-ii/ps-12952,PlayStation,8.4,Action,N,2000
NBA In the Zone 2000,/games/nba-in-the-zone-2000/gbc-13348,Game Boy Color,5,Sports,N,2000
Starlancer,/games/starlancer/pc-10584,PC,9.2,Action,Y,2000
Maken X,/games/maken-x/dc-14177,Dreamcast,7.9,Action,N,2000
Triple Play 2001,/games/triple-play-2001/pc-13876,PC,6,Sports,N,2000
